symbol,name,country,ipo_year,sector,industry
WELL,Welltower Inc. Common Stock,United States,,Real Estate,Real Estate Investment Trusts
WEN,Wendy's Company (The) Common Stock,United States,,Consumer Discretionary,Restaurants
WERN,Werner Enterprises Inc. Common Stock,United States,1986,Industrials,Trucking Freight/Courier Services
WES,Western Midstream Partners LP Common Units Representing Limited Partner Interests,United States,2012,Utilities,Natural Gas Distribution
WEST,Westrock Coffee Company Common Stock,United States,,Consumer Staples,Beverages (Production/Distribution)
WEX,WEX Inc. common stock,United States,,Consumer Discretionary,Business Services
WEYS,Weyco Group Inc. Common Stock,United States,,Consumer Staples,Apparel
WF,Woori Financial Group Inc. American Depositary Shares (each representing three (3) shares of Common Stock),South Korea,,Finance,Commercial Banks
WFC,Wells Fargo & Company Common Stock,United States,,Finance,Major Banks
WFG,West Fraser Timber Co. Ltd Common stock,,2021,Basic Materials,Forest Products
WFRD,Weatherford International plc Ordinary Shares,United States,,Industrials,Metal Fabrications
WGO,Winnebago Industries Inc. Common Stock,United States,,Industrials,Homebuilding
WGS,GeneDx Holdings Corp. Class A Common Stock,United States,2020,Technology,Retail: Computer Software & Peripheral Equipment
WH,Wyndham Hotels & Resorts Inc. Common Stock ,United States,2018,Consumer Discretionary,Hotels/Resorts
WHD,Cactus Inc. Class A Common Stock,United States,2018,Industrials,Metal Fabrications
WHFCL,WhiteHorse Finance Inc. 7.875% Notes due 2028,United States,,,
WHR,Whirlpool Corporation Common Stock,United States,,Consumer Discretionary,Consumer Electronics/Appliances
WINA,Winmark Corporation Common Stock,United States,,Consumer Discretionary,Other Specialty Stores
WING,Wingstop Inc. Common Stock,United States,2015,Consumer Discretionary,Restaurants
WIT,Wipro Limited Common Stock,India,,Technology,EDP Services
WIX,Wix.com Ltd. Ordinary Shares,Israel,2013,Technology,Computer Software: Programming Data Processing
WK,Workiva Inc. Class A Common Stock,United States,2014,Technology,Computer Software: Prepackaged Software
WKC,World Kinect Corporation Common Stock,United States,,Energy,Oil Refining/Marketing
WLDN,Willdan Group Inc. Common Stock,United States,2006,Consumer Discretionary,Military/Government/Technical
WLFC,Willis Lease Finance Corporation Common Stock,United States,1996,Consumer Discretionary,Industrial Specialties
WLK,Westlake Corporation Common Stock,United States,2004,Industrials,Major Chemicals
WLKP,Westlake Chemical Partners LP Common Units representing limited partner interests,United States,2014,Industrials,Major Chemicals
WLY,John Wiley & Sons Inc. Common Stock,United States,,Consumer Discretionary,Books
WLYB,John Wiley & Sons Inc. Common Stock,United States,,Consumer Discretionary,Books
WM,Waste Management Inc. Common Stock,United States,,Utilities,Environmental Services
WMB,Williams Companies Inc. (The) Common Stock,United States,,Utilities,Natural Gas Distribution
WMG,Warner Music Group Corp. Class A Common Stock,United States,2020,Consumer Discretionary,Services-Misc. Amusement & Recreation
WMK,Weis Markets Inc. Common Stock,United States,,Consumer Staples,Food Chains
WMS,Advanced Drainage Systems Inc. Common Stock,United States,2014,Consumer Discretionary,Containers/Packaging
WMT,Walmart Inc. Common Stock,United States,,Consumer Discretionary,Department/Specialty Retail Stores
WNC,Wabash National Corporation Common Stock,United States,1991,Industrials,Construction/Ag Equipment/Trucks
WNS,WNS (Holdings) Limited Ordinary Shares,India,2024,Consumer Discretionary,Business Services
WOLF,Wolfspeed Inc. Common Stock,United States,,Technology,Semiconductors
WOOF,Petco Health and Wellness Company Inc. Class A Common Stock,United States,2021,Consumer Discretionary,Other Specialty Stores
WOR,Worthington Enterprises Inc. Common Shares,United States,,Industrials,Steel/Iron Ore
WOW,WideOpenWest Inc. Common Stock,United States,2017,Telecommunications,Cable & Other Pay Television Services
WPC,W. P. Carey Inc. REIT,United States,,Real Estate,Real Estate Investment Trusts
WPM,Wheaton Precious Metals Corp Common Shares (Canada),Canada,,Basic Materials,Precious Metals
WPP,WPP plc American Depositary Shares,Ireland,,Consumer Discretionary,Advertising
WRB,W.R. Berkley Corporation Common Stock,United States,,Finance,Property-Casualty Insurers
WRBY,Warby Parker Inc. Class A Common Stock,United States,2021,Health Care,Ophthalmic Goods
WRD,WeRide Inc. American Depositary Shares,China,2024,Technology,EDP Services
WRLD,World Acceptance Corporation Common Stock,United States,1991,Finance,Finance: Consumer Services
WS,Worthington Steel Inc. Common Shares,United States,2023,Industrials,Steel/Iron Ore
WSBC,WesBanco Inc. Common Stock,United States,,Finance,Major Banks
WSBCP,WesBanco Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 6.75% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,United States,,Finance,Major Banks
WSC,WillScot Holdings Corporation Class A Common Stock,United States,2015,Industrials,Misc Corporate Leasing Services
WSFS,WSFS Financial Corporation Common Stock,United States,,Finance,Major Banks
WSM,Williams-Sonoma Inc. Common Stock (DE),United States,,Consumer Discretionary,Home Furnishings
WSO,Watsco Inc. Common Stock,United States,,Consumer Discretionary,Industrial Machinery/Components
WSR,Whitestone REIT Common Shares,United States,2010,Real Estate,Real Estate Investment Trusts
WST,West Pharmaceutical Services Inc. Common Stock,United States,,Health Care,Medical/Dental Instruments
WT,WisdomTree Inc. Common Stock,United States,2022,Finance,Investment Bankers/Brokers/Service
WTBA,West Bancorporation Common Stock,United States,,Finance,Major Banks
WTFC,Wintrust Financial Corporation Common Stock,United States,,Finance,Major Banks
WTFCM,Wintrust Financial Corporation Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D,United States,,Finance,Major Banks
WTFCP,Wintrust Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of 6.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E,United States,,Finance,Major Banks
WTM,White Mountains Insurance Group Ltd. Common Stock,United States,,Finance,Property-Casualty Insurers
WTRG,Essential Utilities Inc. Common Stock,United States,,Utilities,Water Supply
WTS,Watts Water Technologies Inc. Class A Common Stock,United States,1986,Industrials,Metal Fabrications
WTTR,Select Water Solutions Inc. Class A common stock,United States,2017,Energy,Oilfield Services/Equipment
WTW,Willis Towers Watson Public Limited Company Ordinary Shares,United Kingdom,2001,Finance,Specialty Insurers
WU,Western Union Company (The) Common Stock,United States,,Consumer Discretionary,Business Services
WULF,TeraWulf Inc. Common Stock,United States,,Technology,EDP Services
WVE,Wave Life Sciences Ltd. Ordinary Shares,Singapore,2015,Health Care,Biotechnology: Pharmaceutical Preparations
WWD,Woodward Inc. Common Stock,United States,,Energy,Industrial Machinery/Components
WWW,Wolverine World Wide Inc. Common Stock,United States,,Consumer Discretionary,Shoe Manufacturing
WY,Weyerhaeuser Company Common Stock,United States,,Real Estate,Real Estate Investment Trusts
WYHG,Wing Yip Food Holdings Group Limited American Depositary Shares,China,2024,Consumer Staples,Specialty Foods
WYNN,Wynn Resorts Limited Common stock,United States,2002,Consumer Discretionary,Hotels/Resorts
X,United States Steel Corporation Common Stock,United States,,Industrials,Steel/Iron Ore
XEL,Xcel Energy Inc. Common Stock,United States,,Utilities,Power Generation
XENE,Xenon Pharmaceuticals Inc. Common Shares,Canada,2014,Health Care,Biotechnology: Pharmaceutical Preparations
XERS,Xeris Biopharma Holdings Inc. Common Stock,United States,2018,Health Care,Biotechnology: Pharmaceutical Preparations
XHR,Xenia Hotels & Resorts Inc. Common Stock,United States,2015,Consumer Discretionary,Hotels/Resorts
XIFR,XPLR Infrastructure LP Common Units representing limited partner interests,United States,2014,Utilities,Electric Utilities: Central
XMTR,Xometry Inc. Class A Common Stock,United States,2021,Consumer Discretionary,Business Services
XNCR,Xencor Inc. Common Stock,United States,2013,Health Care,Biotechnology: Pharmaceutical Preparations
XOM,Exxon Mobil Corporation Common Stock,United States,,Energy,Integrated oil Companies
XOMAP,XOMA Royalty Corporation 8.625% Series A Cumulative Perpetual Preferred Stock,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
XP,XP Inc. Class A Common Stock,Brazil,2019,Finance,Investment Bankers/Brokers/Service
XPEL,XPEL Inc. Common Stock,United States,,Industrials,Industrial Specialties
XPER,Xperi Inc. Common Stock ,United States,2022,Technology,Computer Software: Prepackaged Software
XPEV,XPeng Inc. American depositary shares each representing two Class A ordinary shares,China,2020,Consumer Discretionary,Auto Manufacturing
XPO,XPO Inc. Common Stock,United States,,Consumer Discretionary,Transportation Services
XPOF,Xponential Fitness Inc. Class A Common Stock,United States,2021,Consumer Discretionary,Services-Misc. Amusement & Recreation
XPRO,Expro Group Holdings N.V. Common Stock,United States,2013,Energy,Oilfield Services/Equipment
XRAY,DENTSPLY SIRONA Inc. Common Stock,United States,1987,Health Care,Medical/Dental Instruments
XRX,Xerox Holdings Corporation Common Stock,United States,,Technology,Computer peripheral equipment
XYF,X Financial American Depositary Shares each representing six Class A Ordinary Shares,Cayman Islands,2018,Finance,Finance: Consumer Services
XYL,Xylem Inc. Common Stock New,United States,2011,Industrials,Fluid Controls
XYZ,Block Inc. Class A Common Stock,United States,2015,Technology,Computer Software: Prepackaged Software
YALA,Yalla Group Limited American Depositary Shares each representing one Class A Ordinary Share,United Arab Emirates,2020,Technology,Computer Software: Programming Data Processing
YELP,Yelp Inc. Common Stock,United States,2012,Consumer Discretionary,Other Consumer Services
YETI,YETI Holdings Inc. Common Stock,United States,2018,Consumer Discretionary,Recreational Games/Products/Toys
YEXT,Yext Inc. Common Stock,United States,2017,Technology,EDP Services
YMM,Full Truck Alliance Co. Ltd. American Depositary Shares (each representing 20 Class A Ordinary Shares),China,2021,Technology,Computer Software: Prepackaged Software
YORW,York Water Company (The) Common Stock,United States,,Utilities,Water Supply
YOU,Clear Secure Inc. Class A Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
YPF,YPF Sociedad Anonima Common Stock,Argentina,1993,Energy,Integrated oil Companies
YRD,Yiren Digital Ltd. American Depositary Shares each representing two ordinary shares,China,2015,Finance,Finance: Consumer Services
YSG,Yatsen Holding Limited American Depositary Shares each representing twenty (20) Class A Ordinary Shares,China,,Consumer Discretionary,Package Goods/Cosmetics
YUM,Yum! Brands Inc.,United States,,Consumer Discretionary,Restaurants
YUMC,Yum China Holdings Inc. Common Stock,United States,2016,Consumer Discretionary,Restaurants
YXT,YXT.COM GROUP HOLDING LIMITED American Depository Shares,China,2024,Technology,Computer Software: Prepackaged Software
YY,JOYY Inc. American Depositary Shares,China,2012,Technology,EDP Services
Z,Zillow Group Inc. Class C Capital Stock,United States,,Consumer Discretionary,Business Services
ZBH,Zimmer Biomet Holdings Inc. Common Stock,United States,,Health Care,Industrial Specialties
ZBRA,Zebra Technologies Corporation Class A Common Stock,United States,1991,Industrials,Industrial Machinery/Components
ZD,Ziff Davis Inc. Common Stock,United States,,Telecommunications,Telecommunications Equipment
ZETA,Zeta Global Holdings Corp. Class A Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
ZEUS,Olympic Steel Inc. Common Stock,United States,1994,Industrials,Metal Fabrications
ZG,Zillow Group Inc. Class A Common Stock,United States,2011,Consumer Discretionary,Business Services
ZGN,Ermenegildo Zegna N.V. Ordinary Shares,,2021,Consumer Discretionary,Apparel
ZH,Zhihu Inc. American Depositary Shares each representing three (3) Class A Ordinary Shares,China,,Consumer Discretionary,Business Services
ZI,ZoomInfo Technologies Inc Common Stock,United States,2020,Technology,Computer Software: Prepackaged Software
ZIM,ZIM Integrated Shipping Services Ltd. Ordinary Shares,,2021,Consumer Discretionary,Marine Transportation
ZIMV,ZimVie Inc. Common Stock,United States,,Health Care,Medical/Dental Instruments
ZION,Zions Bancorporation N.A. Common Stock,United States,,Finance,Major Banks
ZIONP,Zions Bancorporation N.A. Depositary Shares (Each representing 1/40th Interest in a Share of Series A Floating-Rate Non-Cumulative Perpetual Preferred Stock),United States,,Finance,Major Banks
ZIP,ZipRecruiter Inc. Class A Common Stock,United States,2021,Technology,Computer Software: Programming Data Processing
ZJK,ZJK Industrial Co. Ltd. Ordinary Shares,China,2024,Industrials,Metal Fabrications
ZK,ZEEKR Intelligent Technology Holding Limited American Depositary Shares (each representing ten (10) Ordinary Shares),Cayman Islands,2024,Consumer Discretionary,Auto Manufacturing
ZKH,ZKH Group Limited American Depositary Shares each representing thirty-five (35) Class A Ordinary Shares,Cayman Islands,2023,Consumer Discretionary,RETAIL: Building Materials
ZLAB,Zai Lab Limited American Depositary Shares,China,2017,Health Care,Biotechnology: Pharmaceutical Preparations
ZM,Zoom Communications Inc. Class A Common Stock,United States,2019,Technology,Computer Software: Programming Data Processing
ZS,Zscaler Inc. Common Stock,United States,2018,Technology,EDP Services
ZTO,ZTO Express (Cayman) Inc. American Depositary Shares each representing one Class A ordinary share.,China,2016,Industrials,Trucking Freight/Courier Services
